job_title,required_skills,salary_usd,experience_level,industry,salary_bucket
ai software engineer,"scala, java, spark, linux",75341.0,Mi,Transportation,50–100K
ai research scientist,"data visualization, tableau, python, mathematics",79135.0,Mi,Education,50–100K
autonomous systems engineer,"sql, kubernetes, pytorch",51320.0,En,Government,50–100K
machine learning researcher,"spark, python, kubernetes, docker",289730.0,Ex,Telecommunications,200K+
research scientist,"python, docker, spark, computer vision, tensorflow",115976.0,Se,Transportation,100–150K
data scientist,"spark, pytorch, mlops, git, statistics",63160.0,Mi,Transportation,50–100K
computer vision engineer,"data visualization, kubernetes, tableau, java, aws",88754.0,En,Finance,50–100K
research scientist,"r, gcp, tableau, linux",88983.0,Mi,Government,50–100K
deep learning engineer,"pytorch, nlp, kubernetes",149377.0,Se,Energy,100–150K
nlp engineer,"gcp, azure, computer vision, sql, spark",146811.0,Se,Consulting,100–150K
autonomous systems engineer,"aws, mathematics, data visualization, scala, sql",133363.0,Ex,Telecommunications,100–150K
data analyst,"docker, git, python",43857.0,En,Automotive,<50K
research scientist,"docker, kubernetes, tableau, gcp, deep learning",45821.0,En,Media,<50K
ai architect,"sql, deep learning, computer vision, r",185835.0,Se,Education,150–200K
ai specialist,"computer vision, nlp, pytorch, linux, azure",226750.0,Ex,Education,200K+
data scientist,"hadoop, aws, nlp, statistics, tensorflow",102667.0,Se,Finance,100–150K
data engineer,"mlops, kubernetes, tableau, deep learning",159039.0,Se,Finance,150–200K
ai specialist,"pytorch, mlops, gcp, spark",129496.0,Se,Transportation,100–150K
ml ops engineer,"r, azure, tableau, statistics",54859.0,Mi,Government,50–100K
ai specialist,"pytorch, kubernetes, spark, deep learning, mathematics",53092.0,En,Retail,50–100K
ml ops engineer,"tensorflow, data visualization, java, mlops, hadoop",45076.0,En,Manufacturing,<50K
ai research scientist,"deep learning, azure, kubernetes",90650.0,Mi,Healthcare,50–100K
ai research scientist,"aws, deep learning, linux, python",68816.0,Se,Technology,50–100K
robotics engineer,"r, pytorch, gcp, azure",68543.0,En,Government,50–100K
head of ai,"tensorflow, git, data visualization, deep learning, mathematics",48432.0,En,Automotive,<50K
robotics engineer,"scala, azure, mathematics, statistics",96023.0,Mi,Technology,50–100K
machine learning researcher,"sql, git, linux",107527.0,Ex,Gaming,100–150K
ml ops engineer,"docker, kubernetes, azure",54485.0,En,Manufacturing,50–100K
robotics engineer,"mlops, git, pytorch, kubernetes, tensorflow",141726.0,Ex,Manufacturing,100–150K
principal data scientist,"python, mathematics, pytorch, computer vision",154102.0,Se,Technology,150–200K
machine learning researcher,"gcp, scala, git, sql",50812.0,En,Finance,50–100K
robotics engineer,"tableau, pytorch, linux, nlp",75048.0,En,Government,50–100K
computer vision engineer,"docker, spark, computer vision",72502.0,En,Telecommunications,50–100K
principal data scientist,"pytorch, computer vision, aws, git, mlops",46428.0,En,Government,<50K
head of ai,"gcp, deep learning, sql, nlp",227188.0,Ex,Telecommunications,200K+
machine learning engineer,"deep learning, r, linux",37520.0,En,Gaming,<50K
data engineer,"linux, nlp, tensorflow, mathematics, tableau",39047.0,En,Government,<50K
ai research scientist,"git, linux, docker, python, azure",40733.0,En,Finance,<50K
data engineer,"r, statistics, pytorch, kubernetes, deep learning",171822.0,Ex,Retail,150–200K
computer vision engineer,"mathematics, scala, aws",247676.0,Ex,Healthcare,200K+
ai software engineer,"kubernetes, git, linux, gcp, scala",80386.0,En,Transportation,50–100K
head of ai,"java, hadoop, nlp, pytorch",45837.0,En,Retail,<50K
ai product manager,"mathematics, computer vision, sql",61352.0,En,Gaming,50–100K
robotics engineer,"hadoop, aws, azure",76270.0,En,Telecommunications,50–100K
ai product manager,"aws, linux, python, tensorflow, deep learning",182369.0,Se,Consulting,150–200K
ai product manager,"mlops, deep learning, sql, aws",156230.0,Se,Consulting,150–200K
deep learning engineer,"computer vision, python, tensorflow, tableau",35773.0,En,Retail,<50K
ai product manager,"java, mathematics, kubernetes, statistics",62750.0,Mi,Education,50–100K
machine learning researcher,"python, deep learning, computer vision, r",69148.0,Mi,Energy,50–100K
data scientist,"spark, pytorch, hadoop, deep learning",117408.0,Se,Gaming,100–150K
research scientist,"pytorch, statistics, kubernetes",77209.0,Se,Technology,50–100K
research scientist,"tensorflow, python, deep learning, r, mathematics",102512.0,Se,Healthcare,100–150K
head of ai,"python, tensorflow, hadoop, deep learning",47218.0,En,Retail,<50K
ai specialist,"gcp, tensorflow, mlops",94936.0,En,Education,50–100K
nlp engineer,"r, python, scala, git",143546.0,Se,Government,100–150K
data scientist,"hadoop, sql, pytorch, tableau",54080.0,Mi,Telecommunications,50–100K
research scientist,"r, tensorflow, sql",44785.0,En,Telecommunications,<50K
computer vision engineer,"linux, nlp, aws",73994.0,Mi,Retail,50–100K
ml ops engineer,"tensorflow, r, python, mathematics",159550.0,Ex,Real Estate,150–200K
ai software engineer,"azure, sql, deep learning, python, nlp",172647.0,Ex,Consulting,150–200K
ai research scientist,"git, docker, computer vision, python, tensorflow",103098.0,Se,Transportation,100–150K
ai research scientist,"gcp, linux, java, git",46043.0,En,Energy,<50K
machine learning researcher,"aws, python, scala, hadoop",95445.0,Mi,Finance,50–100K
data scientist,"computer vision, python, tensorflow",253170.0,Ex,Energy,200K+
ai research scientist,"r, hadoop, computer vision",138053.0,Mi,Healthcare,100–150K
ai specialist,"r, sql, azure, git, computer vision",110810.0,Mi,Media,100–150K
ai product manager,"aws, r, mathematics",57881.0,Mi,Transportation,50–100K
autonomous systems engineer,"tensorflow, pytorch, sql, python",116171.0,Mi,Retail,100–150K
data engineer,"python, r, tensorflow, kubernetes",172216.0,Ex,Retail,150–200K
research scientist,"git, data visualization, python",99387.0,Mi,Real Estate,50–100K
ai architect,"computer vision, docker, tensorflow",90046.0,Mi,Transportation,50–100K
machine learning engineer,"java, azure, computer vision, pytorch",158140.0,Se,Government,150–200K
head of ai,"pytorch, mlops, docker, scala, deep learning",98664.0,Mi,Finance,50–100K
machine learning engineer,"r, kubernetes, tableau, statistics, gcp",83645.0,Mi,Energy,50–100K
machine learning researcher,"pytorch, sql, mlops, statistics",58728.0,En,Real Estate,50–100K
machine learning engineer,"spark, git, linux, deep learning, kubernetes",63253.0,En,Finance,50–100K
ai product manager,"linux, deep learning, kubernetes, data visualization",59139.0,En,Automotive,50–100K
ai architect,"scala, kubernetes, tableau, linux",72592.0,Mi,Manufacturing,50–100K
ai product manager,"tensorflow, python, mathematics, aws, java",149281.0,Se,Finance,100–150K
ai specialist,"deep learning, git, tableau",80632.0,Mi,Telecommunications,50–100K
robotics engineer,"data visualization, tableau, scala",95658.0,En,Healthcare,50–100K
robotics engineer,"deep learning, docker, python, sql",254439.0,Ex,Consulting,200K+
ai architect,"python, computer vision, kubernetes",125104.0,Se,Consulting,100–150K
ai research scientist,"azure, java, mlops, sql, computer vision",90436.0,Mi,Government,50–100K
ai research scientist,"spark, hadoop, data visualization",97198.0,Se,Healthcare,50–100K
deep learning engineer,"computer vision, python, linux, nlp",68574.0,En,Real Estate,50–100K
data scientist,"kubernetes, r, nlp",55519.0,En,Media,50–100K
robotics engineer,"python, aws, java, kubernetes, data visualization",207081.0,Ex,Finance,200K+
data analyst,"kubernetes, computer vision, r, pytorch, azure",38617.0,En,Media,<50K
ai consultant,"java, tableau, tensorflow, sql, linux",139405.0,Se,Media,100–150K
ai specialist,"statistics, gcp, spark, mlops, mathematics",96221.0,Mi,Energy,50–100K
data engineer,"hadoop, python, tensorflow, azure, linux",221935.0,Se,Telecommunications,200K+
machine learning researcher,"hadoop, docker, kubernetes",165186.0,Se,Retail,150–200K
ai architect,"spark, linux, r",81673.0,Se,Energy,50–100K
ai research scientist,"python, azure, tableau, hadoop, scala",170662.0,Se,Telecommunications,150–200K
ai specialist,"aws, azure, tensorflow",227344.0,Se,Transportation,200K+
machine learning engineer,"python, tableau, mathematics",58594.0,En,Retail,50–100K
robotics engineer,"deep learning, hadoop, data visualization, java, python",102109.0,Ex,Media,100–150K
data engineer,"data visualization, gcp, tableau, mlops",131212.0,Ex,Consulting,100–150K
ai consultant,"azure, sql, docker, statistics, mlops",148515.0,Mi,Telecommunications,100–150K
ai specialist,"java, mathematics, spark",36575.0,En,Gaming,<50K
head of ai,"tensorflow, pytorch, data visualization",47415.0,En,Transportation,<50K
data engineer,"data visualization, pytorch, sql, gcp",118893.0,Se,Gaming,100–150K
data analyst,"sql, git, kubernetes, gcp",86051.0,Mi,Transportation,50–100K
ai research scientist,"aws, scala, nlp, pytorch",118956.0,Mi,Education,100–150K
head of ai,"kubernetes, scala, docker, computer vision",75434.0,En,Gaming,50–100K
research scientist,"azure, deep learning, git, java",89619.0,Mi,Retail,50–100K
machine learning engineer,"sql, linux, data visualization",316631.0,Ex,Healthcare,200K+
ai specialist,"azure, docker, tensorflow, r",69769.0,Mi,Media,50–100K
computer vision engineer,"hadoop, docker, kubernetes",55662.0,En,Energy,50–100K
ai software engineer,"scala, tensorflow, tableau, mlops, azure",100143.0,Se,Retail,100–150K
machine learning engineer,"data visualization, java, python",85286.0,Se,Real Estate,50–100K
deep learning engineer,"docker, kubernetes, azure, python, mlops",81478.0,Mi,Energy,50–100K
computer vision engineer,"python, docker, aws, hadoop",118474.0,Se,Finance,100–150K
ai software engineer,"git, computer vision, python, deep learning",36434.0,En,Healthcare,<50K
robotics engineer,"data visualization, sql, computer vision",180553.0,Ex,Energy,150–200K
data scientist,"python, java, tensorflow",131327.0,Mi,Technology,100–150K
ai product manager,"java, linux, git, data visualization",121664.0,Se,Retail,100–150K
machine learning engineer,"gcp, mathematics, r",118982.0,Mi,Consulting,100–150K
ai specialist,"nlp, data visualization, pytorch, mlops, tensorflow",136018.0,Se,Telecommunications,100–150K
ai research scientist,"sql, git, spark, deep learning",36828.0,En,Manufacturing,<50K
robotics engineer,"linux, git, mlops, azure, pytorch",111104.0,Se,Telecommunications,100–150K
ai architect,"linux, python, sql, gcp",33918.0,En,Energy,<50K
autonomous systems engineer,"git, scala, tableau",98090.0,Se,Technology,50–100K
data engineer,"pytorch, aws, data visualization",115971.0,En,Manufacturing,100–150K
ai consultant,"hadoop, java, mathematics, tensorflow",55480.0,En,Transportation,50–100K
head of ai,"azure, kubernetes, nlp",194667.0,Ex,Energy,150–200K
data engineer,"git, python, aws",105256.0,En,Transportation,100–150K
data scientist,"python, nlp, sql",34951.0,En,Transportation,<50K
robotics engineer,"gcp, git, mathematics, pytorch, data visualization",81122.0,Mi,Government,50–100K
deep learning engineer,"docker, statistics, python, mathematics",89243.0,Mi,Technology,50–100K
machine learning engineer,"spark, scala, pytorch",99749.0,Mi,Education,50–100K
data engineer,"tableau, linux, azure",105448.0,Se,Automotive,100–150K
ai product manager,"sql, hadoop, scala, pytorch, linux",99427.0,Se,Retail,50–100K
data analyst,"python, kubernetes, computer vision, statistics, git",86650.0,Se,Technology,50–100K
nlp engineer,"computer vision, mlops, docker, java",88920.0,Mi,Finance,50–100K
ai architect,"gcp, computer vision, scala, mathematics, data visualization",107584.0,Se,Automotive,100–150K
principal data scientist,"nlp, tensorflow, git, computer vision, hadoop",259796.0,Ex,Gaming,200K+
head of ai,"sql, java, mathematics, deep learning",147454.0,Ex,Finance,100–150K
ml ops engineer,"statistics, sql, hadoop, gcp, spark",100371.0,Mi,Retail,100–150K
ai software engineer,"mathematics, linux, kubernetes, computer vision, deep learning",187912.0,Ex,Education,150–200K
robotics engineer,"r, deep learning, tensorflow",63116.0,Mi,Media,50–100K
head of ai,"hadoop, computer vision, spark, deep learning",113639.0,Mi,Finance,100–150K
computer vision engineer,"sql, git, tensorflow",102177.0,Se,Retail,100–150K
machine learning researcher,"scala, hadoop, java, aws, r",66299.0,Mi,Transportation,50–100K
ml ops engineer,"deep learning, kubernetes, mlops, aws",64530.0,Mi,Automotive,50–100K
data analyst,"python, deep learning, data visualization, hadoop",73037.0,Mi,Finance,50–100K
ai product manager,"nlp, sql, git, scala, azure",59695.0,Mi,Consulting,50–100K
robotics engineer,"tableau, linux, aws, spark",110374.0,Se,Education,100–150K
deep learning engineer,"nlp, python, mathematics, sql",123483.0,Mi,Real Estate,100–150K
head of ai,"python, deep learning, tensorflow, linux, aws",171557.0,Ex,Government,150–200K
nlp engineer,"linux, scala, tableau, nlp",75235.0,En,Finance,50–100K
deep learning engineer,"sql, gcp, data visualization",51864.0,En,Media,50–100K
machine learning researcher,"statistics, sql, computer vision",50192.0,Mi,Gaming,50–100K
ai research scientist,"sql, scala, deep learning, pytorch, hadoop",74120.0,En,Media,50–100K
deep learning engineer,"hadoop, python, scala",155927.0,Ex,Gaming,150–200K
data analyst,"data visualization, sql, mathematics, hadoop, git",57605.0,En,Government,50–100K
research scientist,"deep learning, sql, python",93448.0,Mi,Technology,50–100K
robotics engineer,"kubernetes, data visualization, pytorch, aws",39023.0,En,Media,<50K
research scientist,"deep learning, sql, mlops",89317.0,Se,Transportation,50–100K
ai product manager,"git, linux, nlp, hadoop, computer vision",68429.0,Mi,Telecommunications,50–100K
head of ai,"statistics, sql, data visualization",50135.0,En,Education,50–100K
ai product manager,"docker, computer vision, sql, python, gcp",114263.0,Ex,Education,100–150K
ai specialist,"pytorch, aws, computer vision",69593.0,Mi,Gaming,50–100K
nlp engineer,"mathematics, python, pytorch",290462.0,Ex,Finance,200K+
computer vision engineer,"computer vision, tableau, python, tensorflow",113145.0,Se,Telecommunications,100–150K
ml ops engineer,"scala, computer vision, linux",211106.0,Ex,Gaming,200K+
autonomous systems engineer,"mathematics, nlp, scala",74947.0,Se,Technology,50–100K
ai product manager,"mlops, r, data visualization",49116.0,En,Transportation,<50K
ai software engineer,"statistics, computer vision, mlops, python",64942.0,Mi,Gaming,50–100K
nlp engineer,"kubernetes, hadoop, aws",116650.0,Se,Transportation,100–150K
data analyst,"spark, pytorch, tensorflow",60250.0,Mi,Real Estate,50–100K
machine learning engineer,"deep learning, computer vision, aws",53961.0,Mi,Transportation,50–100K
ai software engineer,"aws, hadoop, computer vision, kubernetes",66909.0,En,Real Estate,50–100K
ai research scientist,"tensorflow, gcp, data visualization, nlp, python",37939.0,En,Automotive,<50K
deep learning engineer,"tensorflow, gcp, spark",84693.0,Se,Technology,50–100K
data scientist,"pytorch, tensorflow, hadoop, computer vision",85181.0,Mi,Healthcare,50–100K
head of ai,"python, nlp, tensorflow, deep learning, pytorch",142625.0,Se,Telecommunications,100–150K
principal data scientist,"python, tensorflow, tableau, pytorch",118921.0,Ex,Healthcare,100–150K
research scientist,"pytorch, sql, r, scala, computer vision",86870.0,Mi,Finance,50–100K
ai research scientist,"python, hadoop, scala, azure, nlp",157747.0,Ex,Energy,150–200K
ai product manager,"aws, sql, azure, pytorch, nlp",113326.0,Se,Government,100–150K
ai product manager,"nlp, sql, r, kubernetes, mlops",59746.0,En,Manufacturing,50–100K
robotics engineer,"r, linux, kubernetes",73348.0,En,Telecommunications,50–100K
ai product manager,"deep learning, python, computer vision, tensorflow",74807.0,En,Manufacturing,50–100K
computer vision engineer,"nlp, linux, spark, mathematics, git",76568.0,Mi,Energy,50–100K
data scientist,"tensorflow, python, java, pytorch, computer vision",124439.0,Ex,Media,100–150K
data scientist,"python, data visualization, tensorflow",51234.0,Mi,Healthcare,50–100K
ml ops engineer,"gcp, azure, aws, tableau",74756.0,Se,Telecommunications,50–100K
ai architect,"python, tableau, hadoop",135056.0,Se,Manufacturing,100–150K
ai specialist,"spark, linux, pytorch",46673.0,En,Consulting,<50K
ai research scientist,"mlops, r, gcp, deep learning, hadoop",76538.0,En,Gaming,50–100K
robotics engineer,"scala, deep learning, nlp, sql",113796.0,Se,Energy,100–150K
ai consultant,"computer vision, python, java, gcp",119747.0,Se,Education,100–150K
ai software engineer,"spark, kubernetes, aws, r, nlp",71243.0,En,Real Estate,50–100K
data analyst,"azure, mlops, spark",79247.0,Se,Finance,50–100K
computer vision engineer,"sql, deep learning, git, pytorch",177000.0,Ex,Automotive,150–200K
computer vision engineer,"python, java, kubernetes",64836.0,En,Retail,50–100K
robotics engineer,"mathematics, kubernetes, statistics, git",73695.0,Mi,Automotive,50–100K
robotics engineer,"sql, statistics, tensorflow",166191.0,Se,Healthcare,150–200K
deep learning engineer,"statistics, r, tensorflow",79331.0,En,Retail,50–100K
robotics engineer,"git, java, deep learning, hadoop",148177.0,Ex,Finance,100–150K
data analyst,"tableau, gcp, statistics, computer vision, sql",89802.0,Mi,Automotive,50–100K
ml ops engineer,"java, linux, aws",222864.0,Ex,Real Estate,200K+
autonomous systems engineer,"pytorch, linux, statistics, aws, tensorflow",69607.0,Mi,Consulting,50–100K
ai architect,"aws, deep learning, spark",76328.0,Mi,Government,50–100K
machine learning researcher,"linux, git, deep learning, java, mathematics",217171.0,Ex,Education,200K+
nlp engineer,"spark, r, deep learning, kubernetes",129470.0,Mi,Transportation,100–150K
ai architect,"mathematics, python, nlp, scala, tensorflow",65830.0,Mi,Automotive,50–100K
head of ai,"tensorflow, mlops, deep learning, java",94487.0,Mi,Media,50–100K
autonomous systems engineer,"deep learning, tensorflow, python",143437.0,Ex,Education,100–150K
autonomous systems engineer,"pytorch, computer vision, scala, deep learning, linux",77525.0,Mi,Education,50–100K
research scientist,"python, pytorch, spark, docker",102564.0,Se,Consulting,100–150K
principal data scientist,"python, sql, java",103199.0,Ex,Transportation,100–150K
ml ops engineer,"tableau, hadoop, linux, computer vision",344922.0,Ex,Real Estate,200K+
computer vision engineer,"azure, tableau, python",83109.0,Se,Education,50–100K
data engineer,"sql, java, hadoop, azure",85162.0,Se,Manufacturing,50–100K
ai software engineer,"pytorch, mlops, tensorflow, git",67308.0,En,Media,50–100K
principal data scientist,"sql, pytorch, gcp, data visualization, spark",51334.0,En,Media,50–100K
ai software engineer,"azure, hadoop, tableau",57272.0,Mi,Government,50–100K
ai software engineer,"mathematics, nlp, tensorflow, spark",104483.0,Mi,Automotive,100–150K
ai specialist,"tensorflow, sql, aws, deep learning, linux",125776.0,Se,Manufacturing,100–150K
nlp engineer,"mlops, aws, scala, tensorflow, sql",85711.0,Mi,Transportation,50–100K
ai specialist,"r, statistics, computer vision",234902.0,Ex,Education,200K+
ai software engineer,"pytorch, git, spark",64408.0,Mi,Technology,50–100K
nlp engineer,"statistics, pytorch, mlops, tableau, gcp",44954.0,En,Transportation,<50K
data engineer,"r, sql, gcp",81413.0,Se,Healthcare,50–100K
machine learning engineer,"kubernetes, hadoop, sql, gcp, tableau",74019.0,Mi,Government,50–100K
principal data scientist,"kubernetes, gcp, sql, python",48697.0,En,Finance,<50K
computer vision engineer,"pytorch, linux, azure, deep learning",60160.0,En,Energy,50–100K
machine learning engineer,"pytorch, hadoop, kubernetes",53771.0,En,Technology,50–100K
ai research scientist,"spark, git, r, hadoop",145802.0,Ex,Automotive,100–150K
autonomous systems engineer,"azure, tensorflow, python",232083.0,Ex,Media,200K+
ai product manager,"tableau, java, data visualization, statistics, deep learning",128893.0,Ex,Retail,100–150K
ai software engineer,"r, sql, statistics, deep learning",153466.0,Se,Media,150–200K
ai product manager,"mathematics, pytorch, hadoop, scala",88854.0,Mi,Finance,50–100K
machine learning engineer,"pytorch, docker, spark",213403.0,Se,Real Estate,200K+
ai product manager,"r, scala, computer vision, statistics",159800.0,Ex,Energy,150–200K
autonomous systems engineer,"linux, scala, tableau",64718.0,Mi,Finance,50–100K
data engineer,"java, r, sql, deep learning",82352.0,Mi,Real Estate,50–100K
ai research scientist,"tensorflow, r, gcp",110969.0,Se,Technology,100–150K
machine learning researcher,"python, deep learning, data visualization",162756.0,Se,Automotive,150–200K
ai consultant,"azure, sql, deep learning, mlops, pytorch",86771.0,Mi,Finance,50–100K
data analyst,"nlp, tableau, linux, azure",66047.0,En,Technology,50–100K
ai consultant,"linux, aws, statistics, mlops, sql",71647.0,Mi,Finance,50–100K
ai consultant,"linux, python, kubernetes, tensorflow, docker",235961.0,Ex,Energy,200K+
data engineer,"azure, git, r",91092.0,Mi,Manufacturing,50–100K
ai consultant,"linux, python, tableau, git, nlp",124742.0,Mi,Consulting,100–150K
research scientist,"kubernetes, scala, aws, computer vision, java",112880.0,En,Finance,100–150K
ml ops engineer,"mathematics, git, scala, r",205568.0,Ex,Healthcare,200K+
head of ai,"r, kubernetes, data visualization, java",175555.0,Ex,Manufacturing,150–200K
research scientist,"statistics, spark, python, aws, computer vision",104398.0,Se,Real Estate,100–150K
head of ai,"aws, sql, pytorch, statistics",254898.0,Ex,Manufacturing,200K+
robotics engineer,"java, spark, mlops, docker, python",89566.0,Mi,Real Estate,50–100K
research scientist,"r, git, nlp",339526.0,Ex,Telecommunications,200K+
data analyst,"spark, python, tensorflow, data visualization",179320.0,Ex,Government,150–200K
autonomous systems engineer,"gcp, tableau, tensorflow, docker",50393.0,En,Real Estate,50–100K
ai software engineer,"docker, kubernetes, gcp",142185.0,Ex,Technology,100–150K
ai specialist,"scala, computer vision, kubernetes, docker, r",78094.0,Mi,Energy,50–100K
autonomous systems engineer,"r, python, linux",159473.0,Se,Healthcare,150–200K
ai consultant,"kubernetes, sql, data visualization, nlp",104589.0,Mi,Energy,100–150K
data engineer,"sql, scala, java, hadoop, pytorch",107793.0,Mi,Healthcare,100–150K
robotics engineer,"pytorch, kubernetes, nlp, python, java",132766.0,Se,Government,100–150K
nlp engineer,"python, mathematics, tableau, git, docker",202058.0,Ex,Education,200K+
machine learning engineer,"kubernetes, python, sql",218996.0,Se,Media,200K+
principal data scientist,"scala, tableau, spark, r",175642.0,Ex,Manufacturing,150–200K
machine learning engineer,"spark, data visualization, nlp, linux, deep learning",189987.0,Ex,Transportation,150–200K
principal data scientist,"kubernetes, computer vision, nlp, tableau, sql",63819.0,Mi,Government,50–100K
principal data scientist,"tableau, spark, python, git, deep learning",79484.0,Mi,Gaming,50–100K
autonomous systems engineer,"scala, deep learning, aws, azure, nlp",104086.0,Se,Automotive,100–150K
ai specialist,"tensorflow, statistics, python, git, mathematics",91728.0,Se,Real Estate,50–100K
ai architect,"r, deep learning, mlops, linux, azure",61074.0,Mi,Transportation,50–100K
computer vision engineer,"sql, data visualization, aws, statistics, mlops",33117.0,En,Real Estate,<50K
nlp engineer,"java, tensorflow, deep learning",103157.0,En,Education,100–150K
ai product manager,"java, tensorflow, git, r, mathematics",138694.0,Se,Transportation,100–150K
data scientist,"spark, azure, data visualization, java",196675.0,Se,Education,150–200K
robotics engineer,"r, linux, aws",169548.0,Ex,Government,150–200K
machine learning researcher,"mlops, tensorflow, git",102240.0,Se,Manufacturing,100–150K
machine learning engineer,"mlops, sql, git, spark, pytorch",140617.0,Ex,Automotive,100–150K
nlp engineer,"kubernetes, computer vision, r, gcp",93679.0,Se,Consulting,50–100K
autonomous systems engineer,"nlp, kubernetes, deep learning, pytorch, aws",81664.0,Se,Gaming,50–100K
ai software engineer,"azure, python, gcp, git",64331.0,Mi,Manufacturing,50–100K
deep learning engineer,"spark, r, tableau, mathematics, statistics",51342.0,En,Technology,50–100K
autonomous systems engineer,"tensorflow, r, mlops",92009.0,Se,Retail,50–100K
deep learning engineer,"statistics, python, computer vision",60707.0,En,Automotive,50–100K
autonomous systems engineer,"git, sql, spark, python, pytorch",107502.0,Mi,Transportation,100–150K
ai research scientist,"pytorch, java, gcp, azure",102076.0,Se,Transportation,100–150K
data analyst,"scala, java, deep learning, linux",113188.0,Se,Consulting,100–150K
head of ai,"kubernetes, docker, hadoop, pytorch, deep learning",119319.0,En,Media,100–150K
robotics engineer,"python, azure, spark, kubernetes",86069.0,En,Energy,50–100K
ai product manager,"docker, kubernetes, r",156921.0,Ex,Telecommunications,150–200K
head of ai,"git, linux, data visualization, hadoop",74422.0,En,Technology,50–100K
ai research scientist,"python, kubernetes, scala, java, git",65748.0,Se,Healthcare,50–100K
ml ops engineer,"sql, pytorch, kubernetes, mlops, tensorflow",87546.0,Se,Technology,50–100K
machine learning researcher,"java, azure, deep learning, git, computer vision",124906.0,Se,Technology,100–150K
data analyst,"aws, sql, r, linux, mlops",88375.0,En,Government,50–100K
principal data scientist,"r, git, sql, pytorch",206175.0,Ex,Healthcare,200K+
autonomous systems engineer,"scala, pytorch, aws, tensorflow",116530.0,Se,Education,100–150K
machine learning engineer,"sql, tensorflow, tableau, git",116506.0,En,Automotive,100–150K
ml ops engineer,"scala, pytorch, tensorflow",182243.0,Ex,Education,150–200K
ai research scientist,"kubernetes, tableau, azure, tensorflow, hadoop",172018.0,Ex,Telecommunications,150–200K
machine learning researcher,"scala, java, deep learning, mathematics, hadoop",72873.0,En,Energy,50–100K
ai consultant,"data visualization, statistics, gcp",118019.0,Mi,Automotive,100–150K
machine learning engineer,"hadoop, tableau, git, statistics",125776.0,Ex,Telecommunications,100–150K
deep learning engineer,"statistics, data visualization, deep learning",56713.0,Mi,Automotive,50–100K
computer vision engineer,"gcp, deep learning, scala",195991.0,Ex,Gaming,150–200K
ai architect,"java, gcp, computer vision, nlp, statistics",137763.0,Se,Healthcare,100–150K
machine learning engineer,"sql, linux, mathematics, git",120309.0,Ex,Education,100–150K
machine learning engineer,"scala, pytorch, tensorflow, statistics, mathematics",149502.0,Se,Education,100–150K
machine learning researcher,"kubernetes, hadoop, deep learning",72615.0,En,Transportation,50–100K
data scientist,"java, computer vision, hadoop, python",182798.0,Ex,Education,150–200K
machine learning researcher,"sql, spark, tableau, mlops",123215.0,Se,Gaming,100–150K
autonomous systems engineer,"statistics, nlp, tableau, computer vision, mathematics",116790.0,En,Gaming,100–150K
nlp engineer,"gcp, docker, git, java, scala",97721.0,Mi,Healthcare,50–100K
ai product manager,"java, python, statistics",79704.0,Mi,Technology,50–100K
robotics engineer,"nlp, python, computer vision, azure, git",117571.0,En,Finance,100–150K
deep learning engineer,"python, computer vision, gcp, mathematics",111581.0,Se,Healthcare,100–150K
head of ai,"sql, data visualization, linux, hadoop, kubernetes",79371.0,Se,Transportation,50–100K
data engineer,"git, python, nlp, java, hadoop",105969.0,Mi,Technology,100–150K
robotics engineer,"pytorch, sql, deep learning, aws",136288.0,Mi,Energy,100–150K
data scientist,"hadoop, mlops, nlp, python",188593.0,Ex,Finance,150–200K
ai consultant,"deep learning, pytorch, git, linux, azure",159942.0,Se,Finance,150–200K
machine learning researcher,"git, spark, tensorflow",54853.0,En,Technology,50–100K
ai product manager,"tensorflow, java, mathematics, computer vision, nlp",39607.0,En,Automotive,<50K
robotics engineer,"azure, git, tableau, kubernetes",94343.0,Se,Education,50–100K
ai architect,"python, tensorflow, computer vision, spark, linux",232326.0,Ex,Telecommunications,200K+
ai consultant,"aws, java, mathematics, deep learning, r",174832.0,Ex,Telecommunications,150–200K
nlp engineer,"pytorch, linux, azure, aws, kubernetes",49224.0,En,Telecommunications,<50K
head of ai,"docker, kubernetes, nlp, scala",96191.0,Mi,Consulting,50–100K
data analyst,"kubernetes, nlp, sql, hadoop",77846.0,Se,Transportation,50–100K
research scientist,"gcp, nlp, mlops, tableau, linux",152253.0,Se,Media,150–200K
ai research scientist,"computer vision, deep learning, spark, nlp",82080.0,Mi,Automotive,50–100K
nlp engineer,"hadoop, python, scala, tensorflow, azure",76068.0,Mi,Education,50–100K
ai product manager,"r, aws, sql, docker",102630.0,Mi,Manufacturing,100–150K
deep learning engineer,"pytorch, tensorflow, python",82215.0,Se,Real Estate,50–100K
ai specialist,"kubernetes, aws, mathematics",223978.0,Ex,Automotive,200K+
data scientist,"kubernetes, gcp, nlp, data visualization, scala",226673.0,Ex,Energy,200K+
deep learning engineer,"sql, scala, kubernetes",122650.0,Mi,Media,100–150K
computer vision engineer,"mlops, python, tensorflow, sql, azure",81222.0,Se,Transportation,50–100K
deep learning engineer,"kubernetes, r, pytorch, git, linux",49669.0,En,Finance,<50K
ai research scientist,"kubernetes, r, git, mathematics, spark",63089.0,Mi,Media,50–100K
ai specialist,"linux, hadoop, scala",103715.0,Se,Finance,100–150K
